inst_name,plz,ror_id,dfg_inst_id,federal_state
Institut für Wirtschafts- und Politikforschung e.V. (IWP),51069,,523321903,Nordrhein-Westfalen
MEA-SHARE gGmbH,80804,,523409824,Bayern
Deutsches Rettungsrobotik-Zentrum e.V.,44357,,523915385,Nordrhein-Westfalen
SOCLES International Centre for Socio-Legal Studies gGmbH,69115,,524991068,Baden-Württemberg
Zentrum für Ernährung und Lebensmitteltechnologie (ZELT),17033,,525041057,Mecklenburg-Vorpommern
Charlotte Fresenius Hochschule,65185,,526007600,Hessen
Center for Applied Energy Research e.V. (CAE),97074,,526264194,Bayern
Institut für Nanotechnologie und korrelative Mikroskopie (INAM) gGmbH,91301,,527656930,Bayern
Nature Rings - Environmental Research and Education,55118,,528103601,Rheinland-Pfalz
Philosophisches Seminar e.V.,71691,,529852252,Baden-Württemberg
Arbeitskreis für Siebenbürgische Landeskunde e.V.,74831,,529860598,Baden-Württemberg
Deutsches Textilforschungszentrum Nord-West gGmbH (DTNW),47798,,531166967,Nordrhein-Westfalen
Internationale Akademie Nürnberger Prinzipien,90429,,533091424,Bayern
Bosch Health Campus GmbH,70376,,533239443,Baden-Württemberg
Institut für Klinische Krebsforschung IKF GmbH,60488,,533260632,Hessen
Institut für Demokratie und Zivilgesellschaft (IDZ),07745,,533886334,Thüringen
ARCIM - Institute Academic Research in Complementary and Integrative Medicine gGmbH,70794,,537557112,Baden-Württemberg
Fraunhofer-Zentrum für Mikroelektronische und Optische Systeme für die Biomedizin (MEOS),99099,,538047641,Thüringen
Institut Deutsche Adelsforschung (IDA),24105,,541222368,Schleswig-Holstein
Deutsches Arzneiprüfungsinstitut e.V. (DAPI),10557,,541521886,Berlin
MGZ - Medizinisch Genetisches Zentrum,80335,,541953746,Bayern
Forschungsinstitut Gesellschaftlicher Zusammenhalt (FGZ),04109,,542676454,Sachsen
ELLIS Institute Tübingen gGmbH,72070,,542742575,Baden-Württemberg
Diakonie Kork - Körperschaft des Öffentlichen Rechts,77694,,546057043,Baden-Württemberg
PlanAdapt,10405,,546915435,Berlin
Internationale Kommission zum Schutz des Rheins (IKSR),56068,,547388190,Rheinland-Pfalz
Rostocker Institut für Sozialforschung und gesellschaftliche Praxis,18146,,548243188,Mecklenburg-Vorpommern
Institut franco-allemand de sciences historiques et sociales (IFRA-SHS),60323,,548698241,Hessen
Institut für Strukturleichtbau und Energieeffizienz (ISE) gGmbH,09113,,549350619,Sachsen
Thomas Bayes Institute gUG (haftungsbeschränkt) – TBI gUG,10318,,549384476,Berlin
"European Institute of Innovation, Entrepreneurship, and Technology",13158,,549474594,Berlin
Stiftung Umweltenergierecht,97072,,550185600,Bayern
Thiem-Research GmbH,03048,,550186294,Brandenburg
Fraunhofer AVIATION & SPACE,53879,,550267524,Nordrhein-Westfalen
MOLIT Institut gGmbH,74076,,550285878,Baden-Württemberg
Fraunhofer Portugal Research GmbH,4200-135,,550437302,
ThINK - Thüringer Institut für Nachhaltigkeit und Klimaschutz GmbH,07745,,550503136,Thüringen
Fraunhofer-Einrichtung für Wertstoffkreisläufe und Ressourcenstrategie IWKS,63457,,551038497,Hessen
Zentrum für kriminologische Forschung Sachsen e.V.,09111,,551404440,Sachsen
Forschungsgesellschaft Heizung-Lüftung-Klimatechnik Stuttgart mbH (FG HLK),70569,,551439354,Baden-Württemberg
GT ARC gemeinnützige GmbH,10587,,551512633,Berlin
Fraunhofer-Einrichtung Forschungsfertigung Batteriezelle FFB,48165,,551540047,Nordrhein-Westfalen
Popakademie Baden-Württemberg - University Of Popular Music And Music Business,68159,,551899613,Baden-Württemberg
Forschungsinstitut für Wasserwirtschaft und Klimazukunft an der RWTH Aachen e.V.,52072,,552259884,Nordrhein-Westfalen
Borderstep Institut für Innovation und Nachhaltigkeit gemeinnützige GmbH,14169,,552261197,Berlin
Bremer Arbeitsgemeinschaft für Überseeforschung und Entwicklung (BORDA e.V.),28199,,552261758,Bremen
ECOLOG-Institut für sozial-ökologische Forschung und Bildung,21335,,552262396,Niedersachsen
OWI Science for Fuels gGmbH,52134,,552263323,Nordrhein-Westfalen
scienceviz.com - Research Institute for Visual Computing,80636,,552474997,Bayern
Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen (aQua),37073,,553302127,Niedersachsen
HMU Health and Medical University Erfurt,99084,,553333546,Thüringen
FOGS - Gesellschaft für Forschung und Beratung im Gesundheits- und Sozialbereich,50935,,553843373,Nordrhein-Westfalen
Albert Hofmann Institut für physiochemische Nachhaltigkeit (AHI),32602,,554496714,Nordrhein-Westfalen
International Generic Sample Number Organization (IGSN) e.V.,14473,,554516835,Brandenburg
Naturforschende Gesellschaft Altenburg e.V.,04600,,554603983,Thüringen
Bukowina-Institut an der Universität Augsburg e.V.,86159,,555464411,Bayern
BERFOR gGmbH,10318,,555516258,Berlin
Institut für Suchtforschung,70197,,556308045,Baden-Württemberg
Zentrum Patientenschulung und Gesundheitsförderung e.V.,97072,,556496387,Bayern
"Institut für Philosophie, Psychoanalyse, Kulturwissenschaften e.V. (IPPK)",12047,,556720949,Berlin
Point Alpha Research Institute (PARI),36419,,557584747,Thüringen
Bauhaus der Erde gGmbH,12161,,557650737,Berlin
HySON - Institut für Angewandte Wasserstoffforschung Sonneberg gGmbH,96515,,558090869,Thüringen
ClinAssess Gesellschaft für klinische Forschung mbH,51379,,559758221,Nordrhein-Westfalen
Research Institut Vrana & Kanzler gGmbH,80339,,559975987,Bayern
Medizinische Universität Lausitz - Carl Thiem,03048,,560345569,Brandenburg
Hot or Cool Institute gGmbH,10829,,560474127,Berlin
Promotionsverband der Hochschulen für angewandte Wissenschaften Baden-Württemberg,70174,,561230963,Baden-Württemberg
Deutsches Zentrum für Astrophysik (DZA),15738,,561578814,Brandenburg
Physikalischer Verein - Gesellschaft für Bildung und Wissenschaft,60325,,562794282,Hessen
Institut für experimentelle Psychophysiologie GmbH,40215,,563360602,Nordrhein-Westfalen
European University Cyprus School of Medicine Frankfurt Branch,60488,,563675156,Hessen
Indoc Research Europe,55128,,563771974,Rheinland-Pfalz
Tomorrow University of Applied Sciences,60327,,564199514,Hessen
Humanistische Hochschule Berlin,10179,,565020754,Berlin
Deutsche Hochschule für angewandte Wissenschaften (DHAW),14469,,565021185,Brandenburg
Hochschule für Gesundheitsfachberufe Eberswalde (HGE),16225,,565021398,Brandenburg
Innovative Hochschule für angewandte Wissenschaften (INU),50933,,565022133,Nordrhein-Westfalen
DEIM Research Institute,90559,,565840438,Bayern
Institut für interdisziplinäre Sucht- und Drogenforschung (ISD),20251,,567151089,Hamburg
H2Global Stiftung,20457,,569500999,Hamburg
"MetaSchool Berlin (MSB) - Institute of Metacracy, Future Studies and Philosophical Inquiry",12529,,570083495,Brandenburg
Ferdinand-Steinbeis-Gesellschaft für transferorientierte Forschung gGmbH der Steinbeis-Stiftung (FSG),70599,,570251118,Baden-Württemberg
LY.SEARCH gGmbH,40549,,570253803,Nordrhein-Westfalen
German University of Digital Science,14482,,570908294,Brandenburg
Institut für Pathologie Oldenburg MVZ GmbH,26122,,572843037,Niedersachsen
Clinician Scientist Netzwerkinitiative,72525,,572981159,Baden-Württemberg
The Global Crop Diversity Trust (Crop Trust),53113,,573167018,Nordrhein-Westfalen
Institut für Ludologie,12059,,574347899,Berlin
DIAKOVERE,30625,,575017478,Niedersachsen
Robert Boyle - Thu¨ringisches Institut fu¨r BioWasserstoff- und Umweltforschung e.V.,07751,,575693672,Thüringen
Global Foundation for the Care of Newborn Infants,81379,,576402298,Bayern
Landwirtschaftliche Lehranstalten Triesdorf (LLA),91746,,578238240,Bayern
Institut für Textiltechnik Augsburg gGmbH (ITA),86159,,578463441,Bayern
BARMER Institut für Gesundheitssystemforschung (bifg),10969,,583735212,Berlin
fem Forschungsinstitut,73525,,583923761,Baden-Württemberg
